id,name,artist,genre,acousticness,danceability,valence,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature
6mPtmnxwJBcWxtgyQPcORI,I Refuse (What You Want) - Phil Weeks Remix,Somore,house,3.6099999999999997e-05,0.802,0.623,428747,0.6629999999999999,0.025,6,0.0599,-12.342,1,0.0652,125.941,4
42qkzI8OdI7jBDNfVhmnr6,Say Something - Original Mix,Nasser Baker,house,0.000152,0.807,0.47700000000000004,381930,0.9640000000000001,0.856,11,0.0692,-7.7829999999999995,0,0.0531,126.01100000000001,4
4FpawvuBz4HxTz7UqR4ter,Sorry I Am Late - Extended,Kollektiv Turmstrasse,house,0.0214,0.851,0.353,489714,0.535,0.7340000000000001,6,0.0662,-12.51,1,0.0688,122.016,4
0CjMQpIj3A3HK47IWpUHEm,Burning - Vibe Mix,MK,house,0.000458,0.68,0.42200000000000004,350807,0.8170000000000001,0.00364,6,0.115,-5.199,0,0.0342,119.681,4
4Rk22W2O1mb1LVMXLa5XWl,So Let The Wind Come,Kerri Chandler,house,0.00011599999999999999,0.7040000000000001,0.81,419626,0.5529999999999999,0.927,1,0.0694,-6.902,1,0.0513,123.97200000000001,4
78vOIQRCvV9P4TyKhE4Rjg,Always - Radio Edit,Riva Starr,house,0.0333,0.799,0.857,202223,0.907,9.09e-06,5,0.204,-7.278,0,0.0464,125.009,4
6uAkayAVm3L30vHnWCxPVi,When You Hear That Sound,Mat.Joe,house,0.00043,0.873,0.613,435614,0.736,0.47100000000000003,11,0.0626,-9.158,0,0.0522,124.001,4
7xGfPbWWUc9nO8p0PiPETh,Desert Night - Jesse Rose Remix,RÜFÜS DU SOL,house,0.0216,0.9009999999999999,0.754,381907,0.6579999999999999,0.242,2,0.11800000000000001,-8.334,0,0.0769,124.023,4
7cMFjxhbXBpOlais7KMF3j,Voyager,Daft Punk,house,0.28800000000000003,0.669,0.28,227867,0.743,0.805,7,0.309,-11.488,1,0.0494,119.881,4
6GPWphpakbMBuEf8WobVZw,Freek'n You - MK Dub,Jodeci,house,0.0033,0.769,0.7,447600,0.722,0.0487,1,0.0857,-9.254,1,0.1,126.03299999999999,4
59Vf0DCdZftXEjxBDgUKlT,Tear Down the Walls - Riva Starr Remix,Arthur Baker,house,0.00022200000000000003,0.6920000000000001,0.406,432063,0.8640000000000001,0.5429999999999999,5,0.073,-6.1160000000000005,0,0.0395,127.98700000000001,4
3RiRFyvasDtAv8n0AQUKFG,Feel My Needs - Purple Disco Machine Remix,WEISS,house,0.0127,0.7070000000000001,0.903,230164,0.8959999999999999,0.8590000000000001,3,0.0182,-5.157,0,0.0538,122.01100000000001,4
2bpaTLNs3BCzh5ESxJS9Ld,Set It Out,Purple Disco Machine,house,0.00742,0.857,0.607,393946,0.679,0.0933,11,0.071,-8.568999999999999,0,0.0482,123.009,4
0dNp0wp0bH9aEgRVoGQ2iV,1960 What? - Opolopo Kick and Bass Rerub,Gregory Porter,house,0.201,0.7340000000000001,0.41200000000000003,504493,0.674,0.0026,2,0.0842,-10.168,1,0.151,121.986,4
7zxDWJtcsVvXsbMBxxbSba,Loaded - Andy Weatherall Mix,Primal Scream,house,9.23e-05,0.621,0.885,421907,0.544,0.579,8,0.889,-14.754000000000001,1,0.0514,91.147,4
3MhDgLnch7EtoTqZj2X7Ux,It's Yours (feat. E-Man) - Distant Music Mix,Jon Cutler,house,0.068,0.902,0.6709999999999999,428254,0.8420000000000001,0.139,10,0.1,-6.956,1,0.11800000000000001,126.00399999999999,4
7ybQWK0G5PRrNeUI5mk4KK,Giv Me Luv - Original Mix,Alcatraz,house,0.000198,0.695,0.78,641423,0.8759999999999999,0.9,11,0.0303,-4.12,0,0.0527,124.99700000000001,4
4JSBzGtO5czGuFEwZ6Y1E6,Reckless With Your Love,Azari & III,house,0.0026100000000000003,0.7609999999999999,0.711,343493,0.662,0.0101,9,0.07,-5.938,0,0.0976,119.01299999999999,4
5hlPdAet2O6wy8DnhES4OJ,Love On The Line,Kormak,house,0.0258,0.805,0.67,174835,0.754,0.42100000000000004,2,0.318,-8.456,1,0.0573,124.00299999999999,4
51b8GW7pkxBGa1cNm5NdjL,It's You - Mousse T.'s Teef Vocal Mix,FCL,house,0.0122,0.8029999999999999,0.16699999999999998,374614,0.725,0.48,7,0.0843,-8.416,1,0.0973,122.99700000000001,4
5gu7Ijvv05wZzWiX5nZ4BI,Calling Out (feat. Dames Brown) - Riva Starr Warehouse Remix,Sophie Lloyd,house,0.000276,0.728,0.496,473513,0.948,0.878,6,0.6659999999999999,-5.9910000000000005,1,0.0377,126.01100000000001,4
5D1zGVDJTOqwaGSzYw5TtP,"Red Light Green Light - For Club Play Only, Pt. 6",Duke Dumont,house,0.000646,0.8109999999999999,0.95,211209,0.825,0.517,2,0.0689,-5.48,1,0.0654,124.005,4
2Q2R8rbJ1WW3OmHrxEYJ17,One of Us - Dennis Ferrer Remix,Sabb,house,0.0002,0.804,0.703,411651,0.888,0.836,1,0.064,-9.152999999999999,1,0.0508,122.00399999999999,4
3qCZzAu0uut8gJAKow6kQe,Cola - Mousse T.'s Glitterbox Mix,CamelPhat,house,0.125,0.863,0.601,396013,0.7759999999999999,0.625,6,0.10400000000000001,-5.245,1,0.0488,121.99600000000001,4
2jinUjEUJEkE7g8MMHy2jp,Come Into My Room (feat. LT Brown) - Take It Back Mix,Sandy Rivera,house,0.0022600000000000003,0.802,0.7,468613,0.885,0.151,6,0.0659,-5.916,1,0.0805,124.99799999999999,4
1hjLEtaWa1WP9elLxqYj1O,Pushing On,Oliver Dollar,house,0.0176,0.89,0.531,417147,0.625,0.147,6,0.0931,-6.126,0,0.0464,122.00299999999999,4
4vcQboO5feJGvFJEq6UbmF,Takin' Over,Illyus & Barrientos,house,0.000685,0.757,0.597,387617,0.91,0.9,9,0.0516,-7.401,1,0.0434,124.00299999999999,4
380GtExPmcOhbCgyDOYRjx,Need In Me,Flashmob,house,0.009609999999999999,0.802,0.591,433855,0.9159999999999999,0.773,8,0.0476,-8.274,1,0.0683,120.01299999999999,4
0pSXxKWtVz7SX343vVGNAI,Move Your Body - Director's Cut Retro Signature Mix,Marshall Jefferson,house,0.0050799999999999994,0.748,0.7390000000000001,535680,0.892,0.0617,4,0.326,-8.088,0,0.044000000000000004,124.999,4
7afnhkxXyQBigMK52LiQe4,Shout-N-Out - The DJ Dub,Lood,house,0.0118,0.948,0.616,433973,0.7879999999999999,0.0093,0,0.23,-6.178999999999999,1,0.121,122.94200000000001,4
1IGFSP2cVYteAZR96I7LrN,Bring Me Love - Original Mix,Andrea Mendez,house,0.000606,0.753,0.512,418000,0.466,0.9,8,0.0494,-14.052999999999999,1,0.0436,124.999,4
6nSOhDfZOulWp0pnEHFrnn,Burnin',Daft Punk,house,0.192,0.87,0.715,414173,0.875,0.35700000000000004,6,0.0804,-8.501,0,0.205,124.29799999999999,4
48ha6RZcXoYGzmWhCO7Ust,Ripgroove,Double 99,house,0.000442,0.773,0.33299999999999996,367031,0.912,0.6679999999999999,0,0.0721,-6.955,1,0.184,128.089,4
485BMrUYhtYvwKUhHY6fQ0,Sights - Dennis Ferrer Remix,London Grammar,house,0.000641,0.799,0.677,420725,0.8270000000000001,0.0833,10,0.0655,-7.931,0,0.0513,123.99,4
0CB9U07nezvP6WWvTiKyD6,Take It Easy - Sonny Fodera & Mat.Joe Remix,Gershon Jackson,house,0.000985,0.9490000000000001,0.213,407591,0.413,0.00502,10,0.0584,-7.5360000000000005,0,0.0507,123.991,4
6BEnwVOGIke4pQ7Ixftori,Superstylin' - Riva Starr Edit,Groove Armada,house,0.00293,0.802,0.67,370875,0.935,0.3,10,0.109,-5.329,0,0.0523,124.979,4
0eQ1j5MBA9Ja7zvtB9uggC,Big Love - David Penn Remix,Pete Heller's Big Love,house,0.00156,0.731,0.785,206886,0.917,0.897,2,0.13699999999999998,-5.722,1,0.0854,123.98299999999999,4
33HddJyP9pUxEBevlyBkEa,Listen,Chopstick & Johnjon,house,0.0049,0.878,0.6679999999999999,447821,0.655,0.038,8,0.0356,-8.708,0,0.0594,115.005,4
199KAuW2LhFNdshdu8A8Da,Operator (DJ Koze's Disco Edit),Låpsley,house,0.00687,0.7559999999999999,0.652,308000,0.698,0.00972,11,0.655,-7.962999999999999,0,0.0459,120.029,4
30y6AIWDz0xop8Vtfn2EyM,The Bounce,KenLou,house,0.0234,0.802,0.56,467227,0.841,0.887,1,0.517,-10.658,1,0.0683,123.87200000000001,4
7HlvFIJDmcQRRn45aRd46t,What They Say,Maya Jane Coles,house,0.0018100000000000002,0.805,0.5660000000000001,400115,0.779,0.838,6,0.0831,-6.2170000000000005,1,0.0382,125.012,4
1XTOIzz14u7Gf1Inh4nKKv,No Worries,Butch,house,0.00010700000000000001,0.907,0.39,442384,0.8690000000000001,0.0498,1,0.0755,-8.632,1,0.259,126.01899999999999,4
