,id,name,artist,genre,acousticness,danceability,valence,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature
114,27Wygjy4CwPowsJFVmTzEf,Hippodrome,The YellowHeads,techno,0.00385,0.635,0.117,245581,0.831,0.854,2,0.131,-10.697,1,0.0513,128.97,4
115,25g9QOdNy0yMNet2cltQT6,Graveyard March,Sam WOLFE,techno,5.05e-05,0.768,0.0325,378692,0.896,0.869,11,0.621,-7.391,0,0.114,129.994,4
116,4Alv1weIWJx1cIx9NniLNb,7Am,Sam WOLFE,techno,0.000422,0.728,0.0732,453750,0.91,0.845,7,0.0629,-6.643,1,0.0729,132.007,4
117,0M07XMvl0ylY9VVt69LsJu,Under Pressure - Original Mix,Belocca,techno,0.000315,0.652,0.0348,391385,0.859,0.908,11,0.0752,-7.757,1,0.0519,129.984,3
118,5weOq4YmiAgStu1cmSZQuB,Phobos,Space 92,techno,0.00116,0.798,0.276,451044,0.87,0.83,7,0.0582,-6.337,1,0.0818,129.999,4
119,6GwHqZ8aM58nTcGzulYmsm,Rave Cave,Belocca,techno,0.000542,0.652,0.0857,444085,0.856,0.915,8,0.0737,-7.86,1,0.0418,132.012,4
120,1259ck9dunNemJg343Qt0w,Athena - Original Mix,HI-LO,techno,0.000634,0.809,0.0381,376992,0.828,0.42,6,0.122,-5.762,0,0.0583,128.01,4
121,52nFiIeYWwY5IJRStcbbfj,Injection - Original Mix,Kaspar,techno,0.0108,0.61,0.0489,421846,0.888,0.824,10,0.111,-6.981,0,0.048,129.992,4
122,0VnV4QbuGplPbXsFBJpX8y,Saw of Olympus,HI-LO,techno,0.182,0.732,0.303,272221,0.933,0.877,6,0.152,-7.017,0,0.116,129.993,4
123,4k7175fpsv6tHhijvN3CjE,Consequences,Sara Landry,techno,0.00356,0.582,0.099,332444,0.971,0.888,11,0.0963,-9.983,1,0.0735,134.999,4
124,29IGa4pfhldMYeYlbUJeiF,Strange World - Joyhauser Remix,Push,techno,0.003,0.614,0.235,420923,0.938,0.823,6,0.153,-6.281,1,0.0433,130.016,4
125,72fS4JvztocT9TmvYx0Wzd,Dawn,Cosmic Boys,techno,0.00215,0.744,0.0392,381094,0.903,0.885,7,0.0912,-6.081,1,0.0778,128.011,4
126,1io3ZS4QOiANpSIY3YNuvj,Eternity - Original Mix,Spartaque,techno,0.0201,0.727,0.32,433933,0.917,0.906,10,0.0811,-7.318,0,0.0533,129.997,4
127,2MSk1VKcW6ovZJ5L8r424q,Idiot,NTBR,techno,0.00156,0.655,0.443,300896,0.832,0.803,1,0.137,-6.987,1,0.0458,134.009,4
128,0n7GyKLEWQyyLTnSfLMIHf,No Guts No Glory,BreakCode,techno,0.00253,0.683,0.204,378462,0.736,0.903,8,0.127,-5.673,1,0.275,130.011,4
129,5k5TtPbBNyTy5F7o0TqKVP,Hyper World,Layton Giordani,techno,0.00243,0.745,0.0806,385191,0.832,0.901,7,0.11,-6.217,1,0.0728,131.023,4
