,id,name,artist,genre,acousticness,danceability,valence,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature
129,63OggidJPEUjR8WDxBW5fu,We Thrive,Innellea,proghouse_melodic,0.00697,0.777,0.26,413115,0.69,0.904,10,0.0975,-9.809,0,0.0685,121.998,4
130,3fdXEMBTjHNJ5Bug5c7rZi,Mystery - Tale Of Us & Mathame Remix,Adriatique,proghouse_melodic,0.017,0.728,0.0367,424431,0.579,0.682,5,0.0654,-9.778,0,0.0525,124.005,4
131,0tEXw5WFaX9QpSVB8T7U1f,Nude - Solomun Remix,Adriatique,proghouse_melodic,0.000203,0.755,0.28,484299,0.735,0.866,10,0.102,-5.698,0,0.0413,124.988,4
132,4k7b4gCqMdY1MVE705dJB2,Tachykardia - Kobosil Remix,Adriatique,proghouse_melodic,0.00103,0.756,0.0377,315447,0.755,0.903,7,0.112,-6.855,1,0.0733,124.996,4
133,0VbGn4Js7m73eVPtwKfY4O,Nude - Rampa Remix,Adriatique,proghouse_melodic,0.00148,0.608,0.264,472395,0.706,0.659,1,0.109,-9.629,0,0.0372,123.02,4
134,1mYec87UIcT1vcVOEHItOe,Buchla’s Dreaming - Agents Of Time Remix,Adriatique,proghouse_melodic,0.072,0.703,0.198,463963,0.716,0.738,4,0.109,-10.184,0,0.0338,126.006,4
135,7g74j448WButOGI5poA09e,Ray - Johannes Brecht Remix,Adriatique,proghouse_melodic,0.0628,0.72,0.195,549129,0.788,0.919,0,0.107,-8.643,1,0.0669,123.021,4
136,2f7vHZAGUK3X6maiTDE7lx,Mystery - Isolée Remix,Adriatique,proghouse_melodic,0.0106,0.86,0.623,432793,0.545,0.699,5,0.0537,-13.852,0,0.0659,121.01,4
137,0GOxBVl062KmJt4Spnvjuu,Resolve,Colyn,proghouse_melodic,0.0149,0.781,0.175,442827,0.555,0.943,6,0.0921,-10.598,0,0.0464,123.015,4
138,02HWfHF9GjUDwxioGCmdZj,Eriador,Colyn,proghouse_melodic,0.00804,0.799,0.0383,470272,0.573,0.878,1,0.0944,-12.462,1,0.0469,126.019,4
139,2i34fJtPWzeUKKseKFHiq6,Exchange,Colyn,proghouse_melodic,0.0175,0.803,0.0322,405437,0.577,0.892,1,0.0607,-13.987,1,0.056,124.996,4
140,6iUA4unvbTOYq2HkAfbB1e,Gravity,Colyn,proghouse_melodic,0.00797,0.788,0.0292,465108,0.749,0.893,9,0.103,-12.549,1,0.0421,126.007,4
141,3n8LrZPZnob8mBoypOiNwx,Lonely Tribe,Maceo Plex,proghouse_melodic,0.0145,0.707,0.162,457502,0.884,0.616,1,0.0819,-8.124,0,0.0555,128.001,4
142,0Yn40yzwqCwaKc7RDqaj5L,Lonely Tribe - Fango Remix,Maceo Plex,proghouse_melodic,0.031,0.782,0.09,458947,0.811,0.876,1,0.105,-9.912,0,0.0548,126.0,4
143,2x02KLrDZNXPsUOQiAh4qE,Savaaq,Recondite,proghouse_melodic,0.0326,0.801,0.202,377765,0.294,0.947,9,0.102,-15.382,0,0.0914,123.995,4
